id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,district,gi2010,gi2011,gi2012,gi2013,gi2014,gi2015,gi2016,gi2017,gi2018,gi2019
"417",West Java,Purwakarta," 28,016,617 "," 29,893,015 "," 31,934,340 "," 34,216,420 "," 36,177,320 "," 37,899,015 "," 40,169,896 "," 42,239,298 "," 44,341,652 "," 46,278,213 ",Purwakarta,"0","0","0","1","1","1","1","1","1","1"
"418",Central Java,Purworejo," 8,513,491 "," 8,993,814 "," 9,406,243 "," 9,870,970 "," 10,312,938 "," 10,862,646 "," 11,421,552 "," 12,023,780 "," 12,664,976 "," 13,353,336 ",Purworejo,"0","0","0","0","0","0","0","0","0","0"
"419",West Papua ,Raja Ampat," 1,860,432 "," 1,752,923 "," 1,827,695 "," 1,926,042 "," 2,044,052 "," 2,084,416 "," 2,134,089 "," 2,133,786 "," 2,231,587 "," 2,324,523 ",Raja Ampat,"0","0","0","0","0","0","0","0","0","0"
"420",Bengkulu,Rejang Lebong," 3,738,975 "," 3,998,379 "," 4,261,235 "," 4,515,850 "," 4,755,015 "," 4,999,817 "," 5,259,988 "," 5,518,001 "," 5,791,952 "," 6,078,949 ",Rejang Lebong,"0","0","0","0","0","0","0","0","0","1"
"421",Central Java,Rembang," 8,373,547 "," 8,808,303 "," 9,277,163 "," 9,780,750 "," 10,284,274 "," 10,850,269 "," 11,423,008 "," 12,220,172 "," 12,939,682 "," 13,612,335 ",Rembang,"0","0","0","0","0","0","0","0","0","0"
"422",Riau,Rokan Hilir," 39,964,267 "," 39,960,804 "," 41,418,231 "," 42,405,064 "," 44,445,782 "," 44,676,806 "," 45,555,997 "," 46,265,171 "," 46,136,679 "," 46,437,612 ",Rokan Hilir,"0","0","0","0","0","0","0","0","0","0"
"423",Riau,Rokan Hulu," 15,930,239 "," 17,026,717 "," 18,069,054 "," 19,150,562 "," 20,396,303 "," 20,800,664 "," 21,792,967 "," 22,965,452 "," 23,925,694 "," 25,101,660 ",Rokan Hulu,"0","0","0","0","0","0","0","0","0","0"
"424",East Nusa Tenggara,Rote Ndao," 1,246,016 "," 1,307,038 "," 1,364,970 "," 1,422,930 "," 1,491,988 "," 1,567,482 "," 1,648,316 "," 1,737,618 "," 1,831,661 "," 1,927,580 ",Rote Ndao,"0","0","0","0","0","0","0","0","0","0"
"425",East Nusa Tenggara,Sabu Raijua," 479,780 "," 523,130 "," 555,825 "," 583,844 "," 613,857 "," 644,801 "," 677,328 "," 711,903 "," 748,410 "," 781,830 ",Sabu Raijua,"0","0","0","0","0","0","0","0","0","0"
"426",West Kalimantan,Sambas," 8,555,748 "," 9,042,541 "," 9,576,456 "," 10,167,416 "," 10,715,966 "," 11,226,272 "," 11,813,974 "," 12,411,929 "," 13,023,675 "," 13,641,738 ",Sambas,"0","0","0","0","0","0","0","0","0","0"
"427",North Sumatera,Samosir," 1,887,722 "," 1,985,570 "," 2,105,648 "," 2,234,088 "," 2,367,103 "," 2,503,779 "," 2,635,768 "," 2,776,847 "," 2,931,698 "," 3,098,741 ",Samosir,"0","0","0","0","0","0","0","0","1","1"
"428",East Java,Sampang," 10,064,002 "," 10,315,265 "," 10,910,933 "," 11,623,792 "," 11,632,927 "," 11,874,480 "," 12,606,812 "," 13,198,464 "," 13,740,969 "," 13,994,780 ",Sampang,"0","0","0","0","0","0","0","0","0","0"
"429",West Kalimantan,Sanggau," 8,738,512 "," 9,182,813 "," 9,736,124 "," 10,318,128 "," 10,654,828 "," 11,047,184 "," 11,636,868 "," 12,157,877 "," 12,670,004 "," 13,142,288 ",Sanggau,"0","0","0","0","0","0","0","0","0","0"
"430",Papua,Sarmi," 1,035,863 "," 1,099,114 "," 1,170,649 "," 1,248,987 "," 1,333,395 "," 1,426,598 "," 1,522,294 "," 1,630,359 "," 1,732,119 "," 1,833,626 ",Sarmi,"0","0","0","0","0","0","0","0","0","0"
"431",Jambi,Sarolangun," 6,493,961 "," 7,063,710 "," 7,663,232 "," 8,246,149 "," 8,675,187 "," 8,986,677 "," 9,369,739 "," 9,808,649 "," 10,279,948 "," 10,717,747 ",Sarolangun,"0","0","0","0","0","0","0","0","0","0"
"432",West Kalimantan,Sekadau," 2,582,491 "," 2,704,580 "," 2,872,644 "," 3,059,847 "," 3,246,282 "," 3,432,930 "," 3,636,660 "," 3,848,258 "," 4,072,437 "," 4,294,121 ",Sekadau,"0","0","0","0","0","0","0","0","0","0"
"433",Bengkulu,Seluma," 1,803,454 "," 1,919,541 "," 2,042,443 "," 2,159,746 "," 2,274,124 "," 2,372,164 "," 2,490,699 "," 2,610,517 "," 2,735,843 "," 2,870,668 ",Seluma,"0","0","0","0","0","0","0","0","0","0"
"434",Central Java,Semarang," 21,572,137 "," 22,925,457 "," 24,306,718 "," 25,758,121 "," 27,264,113 "," 28,768,327 "," 30,292,468 "," 32,002,985 "," 33,817,679 "," 35,638,962 ",Semarang,"0","0","0","0","0","0","0","0","0","0"
"435",Maluku,Seram Bagian Barat," 1,191,718 "," 1,261,644 "," 1,342,284 "," 1,403,353 "," 1,488,443 "," 1,573,111 "," 1,660,761 "," 1,758,400 "," 1,863,090 "," 1,966,732 ",Seram Bagian Barat,"0","0","0","0","0","0","0","0","0","0"
"436",Maluku,Seram Bagian Timur," 1,319,256 "," 1,431,889 "," 1,488,347 "," 1,537,042 "," 1,663,493 "," 1,760,134 "," 1,848,628 "," 1,910,393 "," 1,917,694 "," 1,936,883 ",Seram Bagian Timur,"0","0","0","0","0","0","0","0","0","0"
"437",Banten,Serang," 33,840,990 "," 35,905,343 "," 37,849,643 "," 40,136,684 "," 42,300,935 "," 44,454,582 "," 46,715,185 "," 49,154,636 "," 51,754,320 "," 54,347,488 ",Serang,"0","0","0","0","0","0","0","0","0","0"
"438",North Sumatera,Serdang Bedagai," 12,049,459 "," 12,780,061 "," 13,558,846 "," 14,345,758 "," 15,080,381 "," 15,841,946 "," 16,656,165 "," 17,516,432 "," 18,421,380 "," 19,393,389 ",Serdang Bedagai,"0","0","0","0","0","0","0","0","0","0"
"439",Central Kalimantan,Seruyan," 3,809,810 "," 3,993,256 "," 4,199,398 "," 4,463,250 "," 4,700,299 "," 4,943,248 "," 5,196,335 "," 5,465,511 "," 5,750,252 "," 6,042,813 ",Seruyan,"0","0","0","0","0","0","0","0","0","0"
"440",Riau,Siak," 52,420,354 "," 52,146,930 "," 53,226,798 "," 51,987,674 "," 51,485,183 "," 51,379,296 "," 51,557,220 "," 52,029,653 "," 52,595,328 "," 53,366,527 ",Siak,"0","0","0","0","0","0","0","0","0","0"
"441",North Sulawesi ,Siau Tagulandang Biaro," 849,531 "," 909,354 "," 983,814 "," 1,062,667 "," 1,143,055 "," 1,223,203 "," 1,308,886 "," 1,400,432 "," 1,494,625 "," 1,594,048 ", ,,,,,,,,,,
"442",South Sulawesi ,Sidenreng Rappang," 4,436,090 "," 4,863,454 "," 5,297,539 "," 5,664,558 "," 6,110,202 "," 6,600,920 "," 7,179,779 "," 7,688,828 "," 8,075,027 "," 8,450,694 ",Sidenreng Rappang,"0","0","0","0","0","0","0","0","0","0"
"443",East Java,Sidoarjo," 81,472,732 "," 87,212,361 "," 93,543,871 "," 99,992,522 "," 106,434,285 "," 112,012,860 "," 118,179,190 "," 125,039,056 "," 132,552,943 "," 140,492,938 ",Sidoarjo,"0","0","0","0","0","0","0","0","0","0"
"444",Central Sulawesi  ,Sigi," 3,733,538 "," 4,003,166 "," 4,276,605 "," 4,571,361 "," 4,859,734 "," 5,176,030 "," 5,436,639 "," 5,769,998 "," 5,993,144 "," 6,211,001 ",Sigi,"0","0","0","0","0","0","0","0","0","0"
"445",West Sumatera,Sijunjung," 4,133,561 "," 4,386,266 "," 4,656,082 "," 4,941,937 "," 5,239,420 "," 5,537,779 "," 5,829,044 "," 6,135,756 "," 6,446,992 "," 6,757,041 ",Sijunjung,"0","0","0","0","0","0","0","0","0","0"
"446",East Nusa Tenggara,Sikka," 2,207,687 "," 2,306,318 "," 2,396,480 "," 2,497,225 "," 2,610,996 "," 2,725,791 "," 2,860,286 "," 3,011,130 "," 3,169,654 "," 3,334,177 ",Sikka,"0","0","0","0","0","0","0","0","0","0"
"447",North Sumatera,Simalungun," 17,011,372 "," 18,024,803 "," 19,117,543 "," 20,122,012 "," 21,194,283 "," 22,304,111 "," 23,508,970 "," 24,715,672 "," 25,996,207 "," 27,348,700 ",Simalungun,"0","0","0","0","0","1","1","1","1","1"
"448",Aceh,Simeulue," 1,078,217 "," 1,122,210 "," 1,180,151 "," 1,235,543 "," 1,289,096 "," 1,344,659 "," 1,405,844 "," 1,467,979 "," 1,530,153 "," 1,600,521 ",Simeulue,"0","0","0","0","0","0","0","0","0","0"
"449",South Sulawesi ,Sinjai," 3,781,773 "," 4,069,009 "," 4,366,712 "," 4,706,673 "," 5,035,299 "," 5,415,380 "," 5,799,306 "," 6,218,640 "," 6,681,250 "," 7,090,284 ",Sinjai,"0","0","0","0","0","0","0","0","0","0"
"450",West Kalimantan,Sintang," 6,031,775 "," 6,320,448 "," 6,674,579 "," 7,106,217 "," 7,487,749 "," 7,830,065 "," 8,243,738 "," 8,683,370 "," 9,130,727 "," 9,586,052 ",Sintang,"0","0","0","0","0","0","0","0","0","0"
"451",East Java,Situbondo," 8,471,415 "," 8,927,059 "," 9,411,603 "," 9,993,846 "," 10,572,374 "," 11,086,483 "," 11,640,759 "," 12,230,459 "," 12,897,925 "," 13,599,572 ",Situbondo,"0","0","0","0","0","0","0","0","0","0"
"452",Special Region Yogyakarta ,Sleman," 21,481,644 "," 22,645,852 "," 23,957,113 "," 25,367,414 "," 26,713,071 "," 28,098,007 "," 29,563,375 "," 31,140,591 "," 33,138,260 "," 35,286,507 ",Sleman,"0","0","0","0","0","0","0","0","0","0"
"453",West Sumatera,Solok," 6,173,855 "," 6,445,677 "," 6,859,956 "," 7,245,942 "," 7,665,497 "," 8,082,583 "," 8,511,655 "," 8,964,874 "," 9,430,225 "," 9,905,603 ",Solok,"0","0","0","0","0","0","0","0","0","0"
"454",West Sumatera,Solok Selatan," 2,465,185 "," 2,602,649 "," 2,759,898 "," 2,929,009 "," 3,101,947 "," 3,267,807 "," 3,435,698 "," 3,612,641 "," 3,793,185 "," 3,977,409 ",Solok Selatan,"0","0","0","0","0","0","0","0","0","0"
"455",South Sulawesi ,Soppeng," 3,716,825 "," 3,983,419 "," 4,259,551 "," 4,567,539 "," 4,882,195 "," 5,131,716 "," 5,547,691 "," 6,007,456 "," 6,494,392 "," 6,993,533 ",Soppeng,"0","0","0","0","0","0","0","0","0","0"
"456",West Papua ,Sorong," 7,176,896 "," 7,325,931 "," 7,228,141 "," 7,248,530 "," 7,471,953 "," 7,647,416 "," 7,715,823 "," 7,975,402 "," 8,426,880 "," 8,599,913 ",Sorong,"0","0","0","0","0","0","0","0","0","0"
"457",West Papua ,Sorong Selatan," 727,638 "," 782,688 "," 838,363 "," 894,940 "," 959,098 "," 1,020,523 "," 1,082,126 "," 1,163,013 "," 1,234,567 "," 1,304,830 ",Sorong Selatan,"0","0","0","0","0","0","0","0","0","0"
"458",Central Java,Sragen," 15,832,558 "," 16,870,231 "," 17,902,105 "," 19,102,182 "," 20,169,825 "," 21,390,871 "," 22,625,822 "," 23,977,207 "," 25,356,460 "," 26,853,059 ",Sragen,"0","0","0","0","0","0","0","0","0","0"
"459",West Java,Subang," 19,817,219 "," 20,465,660 "," 20,588,973 "," 21,431,369 "," 22,506,484 "," 23,696,761 "," 24,976,918 "," 26,250,716 "," 27,408,198 "," 28,672,900 ",Subang,"0","0","0","1","1","1","1","1","1","1"
"460",West Java,Sukabumi," 28,600,532 "," 29,863,297 "," 31,767,700 "," 33,516,819 "," 35,521,433 "," 37,265,254 "," 39,447,009 "," 41,716,227 "," 44,140,886 "," 46,628,337 ",Sukabumi,"0","0","0","0","0","0","0","0","0","0"
"461",Central Kalimantan,Sukamara," 1,665,767 "," 1,764,338 "," 1,875,096 "," 1,995,771 "," 2,116,602 "," 2,243,806 "," 2,381,090 "," 2,530,336 "," 2,686,338 "," 2,849,188 ",Sukamara,"0","0","0","0","0","0","0","0","0","0"
"462",Central Java,Sukoharjo," 16,357,222 "," 17,319,639 "," 18,342,247 "," 19,401,889 "," 20,449,010 "," 21,612,078 "," 22,847,983 "," 24,163,939 "," 25,564,065 "," 27,076,443 ",Sukoharjo,"0","0","0","0","0","0","0","0","0","0"
"463",East Nusa Tenggara,Sumba Barat," 930,855 "," 975,763 "," 1,024,886 "," 1,077,819 "," 1,129,098 "," 1,183,319 "," 1,242,515 "," 1,304,953 "," 1,371,054 "," 1,441,321 ",Sumba Barat,"0","0","0","0","0","0","0","0","0","0"
"464",East Nusa Tenggara,Sumba Barat Daya," 1,481,804 "," 1,550,606 "," 1,650,910 "," 1,742,448 "," 1,812,411 "," 1,896,280 "," 1,988,689 "," 2,089,207 "," 2,193,901 "," 2,305,020 ",Sumba Barat Daya,"0","0","0","0","0","0","0","0","0","0"
"465",East Nusa Tenggara,Sumba Tengah," 500,440 "," 521,110 "," 542,818 "," 566,648 "," 590,582 "," 618,870 "," 648,723 "," 680,652 "," 714,366 "," 750,155 ",Sumba Tengah,"0","0","0","0","0","0","0","0","0","0"
"466",East Nusa Tenggara,Sumba Timur," 2,556,847 "," 2,689,888 "," 2,826,636 "," 2,969,848 "," 3,117,996 "," 3,274,747 "," 3,440,580 "," 3,618,323 "," 3,805,959 "," 4,001,273 ",Sumba Timur,"0","0","0","0","0","0","0","0","0","0"
"467",West Nusa Tenggara ,Sumbawa," 6,175,916 "," 6,606,355 "," 7,046,787 "," 7,500,252 "," 7,997,178 "," 8,510,473 "," 8,971,949 "," 9,587,028 "," 9,985,586 "," 10,470,748 ",Sumbawa,"0","0","0","0","0","0","0","0","0","0"
"468",West Nusa Tenggara ,Sumbawa Barat," 20,465,055 "," 14,697,657 "," 10,836,577 "," 11,218,819 "," 11,071,628 "," 22,925,682 "," 24,534,899 "," 19,773,722 "," 12,937,529 "," 12,789,109 ",Sumbawa Barat,"0","0","0","0","0","0","0","0","0","0"
"469",West Java,Sumedang," 14,686,784 "," 15,390,931 "," 16,400,809 "," 17,194,506 "," 18,004,694 "," 18,950,356 "," 20,029,717 "," 21,276,697 "," 22,507,964 "," 23,932,730 ",Sumedang,"0","0","0","1","1","1","1","1","1","1"
"470",East Java,Sumenep," 15,136,529 "," 16,064,771 "," 17,665,020 "," 20,218,073 "," 21,476,944 "," 21,750,576 "," 22,311,690 "," 22,949,695 "," 23,783,320 "," 23,816,439 ",Sumenep,"0","0","0","0","0","0","0","0","0","0"
"471",Papua,Supiori," 467,522 "," 505,729 "," 557,123 "," 580,840 "," 618,334 "," 644,640 "," 673,172 "," 700,180 "," 729,404 "," 760,965 ",Supiori,"0","0","0","0","0","0","0","0","0","0"
"472",South Kalimantan,Tabalong," 10,292,209 "," 11,036,323 "," 11,625,110 "," 12,132,178 "," 12,621,202 "," 12,925,336 "," 13,331,214 "," 13,829,175 "," 14,351,346 "," 14,853,248 ",Tabalong,"0","0","0","0","0","0","0","0","0","0"
"473",Bali,Tabanan," 9,325,344 "," 9,895,354 "," 10,500,462 "," 11,178,191 "," 11,907,999 "," 12,644,521 "," 13,420,550 "," 14,141,718 "," 14,949,321 "," 15,783,039 ",Tabanan,"0","0","0","0","0","0","0","1","1","1"
"474",South Sulawesi ,Takalar," 3,321,670 "," 3,573,903 "," 3,809,136 "," 4,144,292 "," 4,548,617 "," 4,931,544 "," 5,405,320 "," 5,803,944 "," 6,190,674 "," 6,616,254 ",Takalar,"0","0","0","0","0","0","0","0","0","0"
"475",West Papua ,Tambrauw," 90,170 "," 94,104 "," 99,849 "," 106,205 "," 113,384 "," 119,995 "," 125,932 "," 133,906 "," 141,212 "," 150,349 ",Tambrauw,"0","0","0","0","0","0","0","0","0","0"
"476",North Kalimantan,Tana Tidung," 2,836,229 "," 2,862,193 "," 2,889,509 "," 3,050,436 "," 3,209,127 "," 3,237,239 "," 3,272,722 "," 3,401,828 "," 3,523,207 "," 3,695,609 ",Tana Tidung,"0","0","0","0","0","0","0","0","0","0"
"477",South Sulawesi ,Tana Toraja," 2,387,101 "," 2,572,925 "," 2,793,724 "," 2,994,472 "," 3,198,122 "," 3,417,295 "," 3,666,481 "," 3,940,517 "," 4,251,260 "," 4,558,140 ",Tana Toraja,"0","0","0","1","1","1","1","1","1","1"
"478",South Kalimantan,Tanah Bumbu," 10,600,137 "," 11,439,062 "," 12,158,928 "," 12,621,177 "," 13,093,813 "," 13,478,862 "," 13,899,711 "," 14,474,752 "," 15,074,082 "," 15,613,390 ",Tanah Bumbu,"0","0","0","0","0","0","0","0","0","0"
"479",West Sumatera,Tanah Datar," 6,034,243 "," 6,386,572 "," 6,744,760 "," 7,139,449 "," 7,552,750 "," 7,955,070 "," 8,355,072 "," 8,782,098 "," 9,224,519 "," 9,684,473 ",Tanah Datar,"0","0","0","0","0","0","0","0","0","0"
"480",South Kalimantan,Tanah Laut," 6,939,930 "," 7,446,165 "," 7,895,320 "," 8,328,543 "," 8,594,167 "," 8,840,714 "," 9,127,646 "," 9,550,764 "," 9,995,215 "," 10,366,648 ",Tanah Laut,"0","0","0","0","0","0","0","0","0","0"
"481",Banten,Tangerang," 58,099,419 "," 62,022,491 "," 65,848,281 "," 70,065,983 "," 73,828,385 "," 77,962,946 "," 82,183,596 "," 86,964,027 "," 92,011,405 "," 97,129,167 ",Tangerang,"0","0","0","0","0","0","0","0","0","0"
"482",Lampung,Tanggamus," 6,462,521 "," 6,841,758 "," 7,470,391 "," 7,975,618 "," 8,445,977 "," 8,910,245 "," 9,371,994 "," 9,858,644 "," 10,352,099 "," 10,872,102 ",Tanggamus,"0","0","0","0","1","1","1","1","1","1"
"483",Jambi,Tanjung Jabung Barat," 19,319,018 "," 20,794,459 "," 21,822,843 "," 23,073,558 "," 24,551,689 "," 25,446,121 "," 26,245,198 "," 27,421,787 "," 29,279,458 "," 30,744,986 ",Tanjung Jabung Barat,"0","0","0","0","0","1","1","1","1","1"
"484",Jambi,Tanjung Jabung Timur," 12,736,393 "," 13,673,456 "," 14,053,622 "," 14,695,729 "," 15,549,497 "," 15,830,522 "," 16,249,802 "," 16,748,264 "," 17,241,204 "," 17,967,590 ",Tanjung Jabung Timur,"0","0","0","0","0","0","0","0","0","0"
"485",North Sumatera,Tapanuli Selatan," 5,302,511 "," 5,637,988 "," 6,150,495 "," 7,222,613 "," 7,543,283 "," 7,910,010 "," 8,314,688 "," 8,748,180 "," 9,201,960 "," 9,683,658 ",Tapanuli Selatan,"0","0","0","0","0","0","0","0","1","1"
"486",North Sumatera,Tapanuli Tengah," 4,474,325 "," 4,702,524 "," 4,943,041 "," 5,199,017 "," 5,460,846 "," 5,738,321 "," 6,032,213 "," 6,348,441 "," 6,678,246 "," 7,024,148 ",Tapanuli Tengah,"0","0","0","0","0","0","0","0","0","0"
"487",North Sumatera,Tapanuli Utara," 3,831,819 "," 4,002,396 "," 4,198,633 "," 4,419,774 "," 4,642,326 "," 4,869,478 "," 5,070,195 "," 5,280,689 "," 5,510,190 "," 5,764,937 ",Tapanuli Utara,"0","0","0","0","0","0","0","0","0","0"
"488",South Kalimantan,Tapin," 4,065,949 "," 4,332,073 "," 4,605,780 "," 4,870,635 "," 5,135,704 "," 5,343,481 "," 5,608,974 "," 5,897,161 "," 6,192,447 "," 6,454,990 ",Tapin,"0","0","0","0","0","0","0","0","0","0"
"489",West Java,Tasikmalaya," 15,853,362 "," 16,526,567 "," 17,191,753 "," 17,991,115 "," 18,849,712 "," 19,662,487 "," 20,824,797 "," 22,063,288 "," 23,320,614 "," 24,586,666 ",Tasikmalaya,"0","0","0","0","0","0","0","0","0","0"
"490",Jambi,Tebo," 5,728,685 "," 6,248,308 "," 6,729,418 "," 7,242,753 "," 7,881,379 "," 8,302,676 "," 8,750,640 "," 9,239,248 "," 9,699,607 "," 10,160,978 ",Tebo,"0","0","0","0","0","0","0","0","0","0"
"491",Central Java,Tegal," 15,106,510 "," 16,071,820 "," 16,912,250 "," 18,050,292 "," 18,958,841 "," 19,999,475 "," 21,182,917 "," 22,322,100 "," 23,552,548 "," 24,861,496 ",Tegal,"0","0","0","0","0","0","0","0","0","0"
"492",West Papua ,Teluk Bintuni," 18,344,451 "," 19,510,256 "," 20,043,651 "," 21,271,113 "," 21,787,516 "," 22,408,840 "," 23,016,575 "," 23,319,464 "," 24,542,831 "," 25,380,151 ",Teluk Bintuni,"0","0","0","0","0","0","0","0","0","0"
"493",West Papua ,Teluk Wondama," 646,653 "," 668,296 "," 718,562 "," 770,282 "," 810,361 "," 841,912 "," 887,502 "," 934,030 "," 971,459 "," 1,012,028 ",Teluk Wondama,"0","0","0","0","0","0","0","0","0","0"
"494",Central Java,Temanggung," 9,710,199 "," 10,301,570 "," 10,740,983 "," 11,299,343 "," 11,867,680 "," 12,489,395 "," 13,116,364 "," 13,776,255 "," 14,483,255 "," 15,214,059 ",Temanggung,"0","0","0","0","1","1","1","1","1","1"
"495",East Nusa Tenggara,Timor Tengah Selatan," 3,188,766 "," 3,320,188 "," 3,458,998 "," 3,606,170 "," 3,763,522 "," 3,928,824 "," 4,113,978 "," 4,320,337 "," 4,540,618 "," 4,771,991 ",Timor Tengah Selatan ,"0","0","0","0","0","0","0","0","0","0"
"496",East Nusa Tenggara,Timor Tengah Utara," 1,913,404 "," 1,999,688 "," 2,088,131 "," 2,180,043 "," 2,279,988 "," 2,387,078 "," 2,501,679 "," 2,626,901 "," 2,758,971 "," 2,899,815 ",Timor Tengah Utara,"0","0","0","0","0","0","0","0","0","0"
"497",North Sumatera,Toba Samosir," 3,633,733 "," 3,792,702 "," 3,985,212 "," 4,178,496 "," 4,355,422 "," 4,551,511 "," 4,767,985 "," 5,001,427 "," 5,249,252 "," 5,503,762 ",Toba Samosir,"0","0","0","0","0","0","0","0","0","0"
"498",Central Sulawesi  ,Tojo Una-Una," 2,279,783 "," 2,459,306 "," 2,650,565 "," 2,852,668 "," 3,048,435 "," 3,215,549 "," 3,381,570 "," 3,571,753 "," 3,668,564 "," 3,842,413 ",Tojo Una-Una,"0","0","0","0","0","0","0","0","0","0"
"499",Papua,Tolikara," 688,779 "," 743,601 "," 745,959 "," 791,865 "," 845,083 "," 886,272 "," 926,840 "," 969,513 "," 1,013,368 "," 1,053,097 ",Tolikara,"0","0","0","0","0","0","0","0","0","1"
"500",Central Sulawesi  ,Toli-Toli," 3,330,654 "," 3,573,671 "," 3,855,321 "," 4,160,306 "," 4,419,939 "," 4,713,020 "," 4,941,890 "," 5,193,128 "," 5,467,263 "," 5,729,037 ",Toli-Toli,"0","0","0","0","0","0","0","0","0","0"
"501",South Sulawesi ,Toraja Utara," 2,505,709 "," 2,715,129 "," 2,971,714 "," 3,261,128 "," 3,510,361 "," 3,782,796 "," 4,085,688 "," 4,421,680 "," 4,778,535 "," 5,140,012 ",Toraja Utara,"0","0","0","1","1","1","1","1","1","1"
"502",East Java,Trenggalek," 7,962,130 "," 8,435,219 "," 8,959,464 "," 9,496,727 "," 9,998,533 "," 10,501,577 "," 11,026,549 "," 11,579,858 "," 12,161,858 "," 12,779,455 ",Trenggalek,"0","0","0","0","0","0","0","0","0","0"
"503",East Java,Tuban," 28,017,942 "," 29,934,279 "," 31,816,253 "," 33,678,762 "," 35,519,919 "," 37,256,028 "," 39,081,756 "," 41,027,709 "," 43,139,693 "," 45,356,094 ",Tuban,"0","0","0","0","0","0","0","0","0","0"
"504",Lampung,Tulang Bawang Barat," 4,851,050 "," 5,095,213 "," 5,388,189 "," 5,731,560 "," 6,046,680 "," 6,370,001 "," 6,705,639 "," 7,078,062 "," 7,451,022 "," 7,850,702 ",Tulang Bawang Barat,"0","0","0","0","0","0","0","0","0","0"
"505",Lampung,Tulangbawang," 9,771,793 "," 10,284,191 "," 10,827,945 "," 11,559,174 "," 12,199,160 "," 12,811,520 "," 13,505,401 "," 14,242,029 "," 15,014,469 "," 15,826,210 ",Tulangbawang,"0","0","0","0","0","0","0","0","0","0"
"506",East Java,Tulungagung," 16,776,319 "," 17,845,221 "," 18,999,035 "," 20,164,271 "," 21,265,194 "," 22,326,625 "," 23,446,437 "," 24,637,365 "," 25,920,200 "," 27,299,802 ",Tulungagung,"0","0","0","0","0","0","0","0","0","0"
"507",South Sulawesi ,Wajo," 7,520,132 "," 8,280,575 "," 8,819,110 "," 9,428,973 "," 10,341,082 "," 11,071,645 "," 11,620,745 "," 12,225,770 "," 12,357,348 "," 12,858,450 ",Wajo,"0","0","0","0","0","0","0","0","0","0"
"508",South East Sulawesi ,Wakatobi," 1,553,297 "," 1,716,519 "," 1,889,695 "," 2,037,260 "," 2,197,573 "," 2,366,421 "," 2,554,961 "," 2,707,356 "," 2,883,075 "," 3,073,266 ",Wakatobi,"0","0","0","0","0","0","0","0","0","0"
"509",Papua,Waropen," 676,761 "," 748,579 "," 836,179 "," 934,543 "," 1,032,394 "," 1,132,158 "," 1,239,235 "," 1,334,875 "," 1,430,749 "," 1,508,373 ",Waropen,"0","0","0","0","0","0","0","0","0","0"
"510",Lampung,Way Kanan," 6,017,240 "," 6,336,558 "," 6,687,926 "," 7,041,004 "," 7,440,123 "," 7,832,393 "," 8,233,786 "," 8,654,296 "," 9,102,880 "," 9,573,821 ",Way Kanan,"0","0","0","0","1","1","1","1","1","1"
"511",Central Java,Wonogiri," 13,310,571 "," 13,786,711 "," 14,605,088 "," 15,303,280 "," 16,107,795 "," 16,977,199 "," 17,869,145 "," 18,818,939 "," 19,837,022 "," 20,856,210 ",Wonogiri,"0","0","0","0","0","0","0","0","0","0"
"512",Central Java,Wonosobo," 9,005,926 "," 9,489,550 "," 9,935,905 "," 10,333,757 "," 10,828,169 "," 11,334,080 "," 11,941,199 "," 12,436,049 "," 13,065,842 "," 13,793,040 ",Wonosobo,"0","0","0","0","1","1","1","1","1","1"
"513",Papua,Yahukimo," 817,327 "," 915,055 "," 1,015,425 "," 1,084,037 "," 1,160,298 "," 1,243,126 "," 1,300,443 "," 1,379,175 "," 1,454,566 "," 1,526,967 ",Yahukimo,"0","0","0","0","0","0","0","0","0","0"
"514",Papua,Yalimo," 354,871 "," 389,953 "," 446,363 "," 501,486 "," 550,805 "," 599,697 "," 640,685 "," 673,922 "," 717,663 "," 757,062 ",Yalimo,"0","0","0","0","0","0","0","0","0","0"
