id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,district,gi2010,gi2011,gi2012,gi2013,gi2014,gi2015,gi2016,gi2017,gi2018,gi2019
"30",Central Java,Banjarnegara," 9,439,359 "," 9,952,404 "," 10,473,363 "," 11,043,083 "," 11,629,846 "," 12,266,046 "," 12,932,885 "," 13,663,267 "," 14,438,150 "," 15,246,866 ",Banjarnegara,"0","0","0","0","0","0","0","0","0","0"
"31",South Sulawesi ,Bantaeng," 2,696,299 "," 2,949,289 "," 3,234,459 "," 3,525,612 "," 3,819,276 "," 4,073,060 "," 4,374,215 "," 4,694,158 "," 5,075,837 "," 5,621,523 ",Bantaeng,"0","0","0","0","0","0","0","0","0","0"
"32",Special Region Yogyakarta ,Bantul," 12,114,059 "," 12,728,666 "," 13,407,022 "," 14,138,719 "," 14,851,124 "," 15,588,520 "," 16,375,513 "," 17,209,872 "," 18,150,877 "," 19,155,274 ",Bantul,"0","0","0","0","0","0","0","0","0","0"
"33",South Sumatera,Banyu Asin," 12,313,184 "," 12,980,038 "," 13,777,763 "," 14,628,960 "," 15,380,589 "," 16,236,002 "," 17,192,415 "," 18,060,420 "," 18,981,996 "," 19,973,435 ", ,,,,,,,,,,
"34",Central Java,Banyumas," 23,016,943 "," 24,538,596 "," 25,982,158 "," 27,793,138 "," 29,367,687 "," 31,164,876 "," 33,051,047 "," 35,147,313 "," 37,414,501 "," 39,779,321 ",Banyumas,"0","0","0","0","0","0","0","0","0","0"
"35",East Java,Banyuwangi," 32,463,823 "," 34,720,429 "," 37,235,736 "," 39,733,620 "," 42,005,652 "," 44,529,928 "," 46,924,576 "," 49,480,442 "," 52,367,695 "," 55,274,032 ",Banyuwangi,"0","0","0","0","0","0","0","0","0","0"
"36",South Kalimantan,Barito Kuala," 3,782,242 "," 3,942,442 "," 4,134,723 "," 4,304,970 "," 4,499,141 "," 4,735,916 "," 4,979,940 "," 5,268,395 "," 5,542,911 "," 5,822,273 ",Barito Kuala,"0","0","0","0","0","0","0","0","0","0"
"37",Central Kalimantan,Barito Selatan," 2,694,573 "," 2,884,927 "," 3,038,441 "," 3,197,784 "," 3,367,463 "," 3,554,130 "," 3,754,055 "," 3,958,246 "," 4,160,875 "," 4,367,128 ",Barito Selatan,"0","0","0","0","0","0","0","0","0","0"
"38",Central Kalimantan,Barito Timur," 3,189,866 "," 3,412,634 "," 3,618,840 "," 3,862,519 "," 4,065,159 "," 4,274,838 "," 4,509,974 "," 4,779,686 "," 5,052,798 "," 5,327,941 ",Barito Timur,"0","0","0","0","0","0","0","0","0","0"
"39",Central Kalimantan,Barito Utara," 4,231,349 "," 4,566,772 "," 4,851,164 "," 5,192,551 "," 5,410,379 "," 5,696,535 "," 6,008,577 "," 6,369,617 "," 6,748,597 "," 7,114,706 ",Barito Utara,"0","0","0","0","0","0","0","0","0","0"
"40",South Sulawesi ,Barru," 2,560,345 "," 2,768,518 "," 3,000,719 "," 3,237,001 "," 3,474,785 "," 3,694,239 "," 3,916,336 "," 4,169,984 "," 4,466,541 "," 4,797,430 ",Barru,"0","0","0","0","0","0","0","0","0","0"
"41",Central Java,Batang," 9,447,328 "," 10,025,045 "," 10,488,457 "," 11,104,697 "," 11,693,897 "," 12,328,239 "," 12,948,191 "," 13,667,080 "," 14,448,626 "," 15,226,787 ",Batang,"0","0","0","0","0","0","0","0","0","0"
"42",Jambi,Batang Hari," 6,840,499 "," 7,492,939 "," 8,118,646 "," 8,644,803 "," 9,298,567 "," 9,695,287 "," 10,146,145 "," 10,634,358 "," 11,147,663 "," 11,713,377 ",Batang Hari,"0","0","0","0","0","0","0","0","0","0"
